band	state	site	box	year	date	class	age	sex	experiment	treatment	cap_num	b_cort	s_cort	d_cort	a_cort	inj_type	ss_type	b_lat	s_lat	d_a_lat	b_gluc	s_gluc	d_gluc	a_gluc	stage	post_trt	mass	bhead	fwing	massd15	time_start	notes
272107219	NY	CU4	62	2018	158	adult	ASY	F	Color_Stressor	Dull_Predator	3	14.68	80.57	17		Dex_or_nothing	B_S_D	90	30	29	213	220			provision	yes	18.5	28.8	119.5		438	2nd glucose taken was 217
272107258	NY	CU4	101	2018	147	adult	SY	F	Color_Stressor	Dull_Tape	1	0.78	22.38	14.34		Dex_or_nothing	B_S_D	90	30	32	236	223			early_inc	no	24	27.9	113		453	R leg irritated by poor banding.
272107258	NY	CU4	101	2018	156	adult	SY	F	Color_Stressor	Dull_Tape	2	3.36				Dex_or_nothing	B_S_D	69			227				provision	yes	20.5				429	Tape added. Release time not recorded. BUTY not recorded.
272107258	NY	CU4	101	2018	161	adult	SY	F	Color_Stressor	Dull_Tape	3	1.17	52.79	18.58		Dex_or_nothing	B_S_D	107	31	31	249	229			provision	yes	20.5	28.7	117		459	"Tape removed. Ziptie only on left wing, 5th primary looks split/damaged after tape removal. Left wing yellowish (infected?) near wrist joint, was cleaned. Good flight at release. R leg fine."
272107261	NY	CU4	90	2018	147	adult	ASY	F	Color_Stressor	Control_Predator	1	0.47	17.24	22.04		Dex_or_nothing	B_S_D	75	32	30	219	260			early_inc	no	23	29.1	119		445	
272107261	NY	CU4	90	2018	156	adult		F	Color_Stressor	Control_Predator	2	4.35				Dex_or_nothing	B_S_D	128			185				provision	yes	19.5				448	
272107261	NY	CU4	90	2018	161	adult	ASY	F	Color_Stressor	Control_Predator	3	3.14	31.15	10.42		Dex_or_nothing	B_S_D	73	30	31	221	278			provision	yes	19.5	29	121		557	
272107297	NY	CU2	27	2018	146	adult	SY	F	Color_Stressor	Dull_Control	1	0.47	17.81	8.27		Dex_or_nothing	B_S_D	78	30	30	263	275			early_inc	no	22.5	28.8	116		455	
272107297	NY	CU2	27	2018	154	adult	SY	F	Color_Stressor	Dull_Control	2	0.47				Dex_or_nothing	B_S_D	84			218				provision	yes	20				551	Not enough plasma for BUTY.
272107297	NY	CU2	27	2018	161	adult	SY	F	Color_Stressor	Dull_Control	3	1.62	52.92			Dex_or_nothing	B_S_D	92	31		214	269			provision	yes	19	28.7	116		443	No dex injection given.
272107298	NY	CU4	72	2018	144	adult	ASY	F	Color_Stressor	Dull_Tape	1	0.78	30.03	20.39		Dex_or_nothing	B_S_D	101	30	30	227	233			early_inc	no	23.5	28.7	118		521	
272107298	NY	CU4	72	2018	152	adult	ASY	F	Color_Stressor	Dull_Tape	2	0.47				Dex_or_nothing	B_S_D	75			228				provision	yes	22.25				451	"no buty
wings taped"
272107298	NY	CU4	72	2018	157	adult	ASY	F	Color_Stressor	Dull_Tape	3	20.64	49.12	17.59		Dex_or_nothing	B_S_D	91	35	35	204	282			provision	yes	20.5	28.4	118		452	not enough for buty
272107596	NY	CU2	82	2018	164	adult	SY	F	Color_Stressor	Dull_Control	1	2.23	25.5	10.66		Dex_or_nothing	B_S_D	105	30	32	187	197			early_inc	no	20.5	29.2	114		475	second glucose base: 181
272107596	NY	CU2	82	2018	173	adult	SY	F	Color_Stressor	Dull_Control	2	4.66				Dex_or_nothing	B_S_D	119			214				provision	yes	20.25				488	
272107596	NY	CU2	82	2018	179	adult	SY	F	Color_Stressor	Dull_Control	3	3.26	24.67	12.65		Dex_or_nothing	B_S_D	120	30	30	249	196			provision	yes	18.75	29.3	117		514	"Baseline glucose was taken 3 times (1st time had bad contact - using first number of the 2 good samplings (249/234)
Stress glucose taken twice (196/224)
Not enough plasma for BUTY"
272107599	NY	CU4	80	2018	144	adult	ASY	F	Color_Stressor	Control_Control	1	1	63.7	33.31		Dex_or_nothing	B_S_D	91	30	31	211	222			early_inc	no	23	28.3	120		496	
272107599	NY	CU4	80	2018	152	adult	ASY	F	Color_Stressor	Control_Control	2	5.01				Dex_or_nothing	B_S_D	120			136				provision	no	21.5				521	buty done incorrectly this day
272107599	NY	CU4	80	2018	157	adult	ASY	F	Color_Stressor	Control_Control	3	0.85	82.86	30.45		Dex_or_nothing	B_S_D	90	31	30	215	260			provision	no	18.75	28.3	121		581	
272107688	NY	CU2	109	2018	155	adult	AHY	M	Color_Stressor	Mate_Control_Predator	1	1.29	28.54	14.36		Dex_or_nothing	B_S_D	117	31	31	179	224			provision	no	19	28.7	121		505	- glucose was taken on this male
272107697	NY	CU2	67	2018	155	adult	AHY	M	Color_Stressor	Mate_Dull_Tape	1	6.07				Dex_or_nothing	B_S_D	165			234				provision	no	18.5	29.8	121		490	"trap unspecified
male not bleeding on stressed- released after stress time"
272107698	NY	CU2	42	2018	151	adult	SY	F	Color_Stressor	Dull_Tape	1	1.04	31.51	13.8		Dex_or_nothing	B_S_D	93	30	30	181	207			early_inc	no	20.75	28.6	113.5		428	
272107698	NY	CU2	42	2018	160	adult	SY	F	Color_Stressor	Dull_Tape	2	2.06				Dex_or_nothing	B_S_D	66			216				provision	yes	18.5				426	
272107698	NY	CU2	42	2018	165	adult	SY	F	Color_Stressor	Dull_Tape	3	1.49	32.76	13.39		Dex_or_nothing	B_S_D	75	91	31	244	207			provision	yes	18	27.8	110		462	"Trap method unknown, ziptie on right wing not removed."
272107699	NY	CU1	75	2018	149	adult	SY	F	Color_Stressor	Control_Tape	1	0.77	35.03	20.89		Dex_or_nothing	B_S_D	72	30	30	191	263			early_inc	no	21.5	29.1	116		487	
272107699	NY	CU1	75	2018	158	adult	SY	F	Color_Stressor	Control_Tape	2	1.39				Dex_or_nothing	B_S_D	109			212				provision	yes	17.5				458	Second BUTY: .56
272107699	NY	CU1	75	2018	163	adult	SY	F	Color_Stressor	Control_Tape	3	1.54	30.33	17.73		Dex_or_nothing	B_S_D	120	31	30	234	321			provision	yes	19	28.7	115		538	
272107739	NY	CU2	109	2018	140	adult	ASY	F	Color_Stressor	Control_Predator	1	0.47	19.45	9.76		Dex_or_nothing	B_S_D	90	31	35	273	270			early_inc	no	18.5	28.2	109		433	"- no dilution with saline
- 4 microliters were used
- band number was recorded as 272107735, not -39"
272107739	NY	CU2	109	2018	150	adult	ASY	F	Color_Stressor	Control_Predator	2	0.54				Dex_or_nothing	B_S_D	120			265				provision	yes	18.5				505	"- not enough for BUTY
- band recorded as 2721-07735 not -39"
272107739	NY	CU2	109	2018	155	adult	ASY	F	Color_Stressor	Control_Predator	3	1.05	27.41	14.41		Dex_or_nothing	B_S_D	141	23	32	198	233			provision	yes	16	28.1	109		523	"- glucose was taken after 9:15, blood had been in the cooler
- blood smear was taken from the dex
- not enough for BUTY"
272107748	NY	CU2	12	2018	143	adult	ASY	F	Color_Stressor	Control_Control	1	13.7	7.5	9.16		Dex_or_nothing	B_S_D	180	37	33	204	250			early_inc	no	21.5	29.3	123.5		524	BUTY not enough
272107748	NY	CU2	12	2018	152	adult		F	Color_Stressor	Control_Control	2	0.71				Dex_or_nothing	B_S_D	97			222				provision	no	22				461	"No BUTY on this date due to incorrect procedure, recorded as 77"
272107748	NY	CU2	12	2018	159	adult	ASY	F	Color_Stressor	Control_Control	3	1.89	15.31	10.04		Dex_or_nothing	B_S_D	160	31	31	205	292			provision	no	19	29.2	121		407	"No measured by written on data sheet, no trap set time written on data sheet
Not enough for BUTY"
272107749	NY	CU2	67	2018	142	adult	ASY	F	Color_Stressor	Dull_Tape	1	9.59	43.18	18.39		Dex_or_nothing	B_S_D	75	31	31	216	279			early_inc	no	21.5	28.5	117		442	
272107749	NY	CU2	67	2018	150	adult	ASY	F	Color_Stressor	Dull_Tape	2	0.47				Dex_or_nothing	B_S_D	66			221				provision	yes	21.5				479	
272107749	NY	CU2	67	2018	155	adult	ASY	F	Color_Stressor	Dull_Tape	3	0.47	22.38	5.5		Dex_or_nothing	B_S_D	80	31	37	207	305			provision	yes	18.5	28.4	116		449	second glucose baseline: 236
272107750	NY	CU1	121	2018	145	adult	ASY	F	Color_Stressor	Dull_Predator	1	0.47	22.46	10.05		Dex_or_nothing	B_S_D	92	30	31	228	258			early_inc	no	23.5	28.3	118		586	
272107750	NY	CU1	121	2018	154	adult	ASY	F	Color_Stressor	Dull_Predator	2	0.47				Dex_or_nothing	B_S_D	103			201				provision	yes	21				440	
272107750	NY	CU1	121	2018	159	adult	ASY	F	Color_Stressor	Dull_Predator	3	0.73	15.84	8.83		Dex_or_nothing	B_S_D	105	31	32	220	338			provision	yes	19.5	27.8	112		570	Microbiome did not insert fully
272107764	NY	CU4	63	2018	144	adult	ASY	F	Color_Stressor	Control_Tape	1	1.46	19.05	15.23		Dex_or_nothing	B_S_D	119	31	34	183	215			early_inc	no	24.25	28.4	120		446	
272107764	NY	CU4	63	2018	151	adult	ASY	F	Color_Stressor	Control_Tape	2	2.5				Dex_or_nothing	B_S_D	150			204				provision	yes	22				462	"- Band was not reconfirmed at 2nd capture.
- No release time recorded."
272107764	NY	CU4	63	2018	156	adult	ASY	F	Color_Stressor	Control_Tape	3	5.7	50.49	11.23		Dex_or_nothing	B_S_D	120	37	31	172	254			provision	yes	19	28.6	119		477	"Only 1 zip tie was still on the wing at this capture - removed.
4.63F stress bleed potentially got swapped with 4.61F base bleed.
Data sheet said there was a new RFID, but old on first capture"
272107779	NY	CU4	71	2018	149	adult	ASY	F	Color_Stressor	Dull_Control	1	0.47	18.9	13.71		Dex_or_nothing	B_S_D	75	30	30	223	212			early_inc	no	23	29	118		544	Has Life tag transmitter and old RFID
272107779	NY	CU4	71	2018	160	adult		F	Color_Stressor	Dull_Control	2	1.95				Dex_or_nothing	B_S_D	83			237				provision	yes	21.5				563	Has Life tag transmitter and old RFID
272107779	NY	CU4	71	2018	165	adult	ASY	F	Color_Stressor	Dull_Control	3	6.84	21.73	13.89		Dex_or_nothing	B_S_D	86	30	30	189	208			provision	yes	19.45	28.2	118		458	Has Life tag transmitter and old RFID
272107786	NY	CU2	77	2018	148	adult	SY	F	Color_Stressor	Control_Control	1	3.05	18.43	13.6		Dex_or_nothing	B_S_D	87	31	32	199	245			early_inc	no	22	27.8	117.5		453	
272107786	NY	CU2	77	2018	158	adult	SY	F	Color_Stressor	Control_Control	2	1.8				Dex_or_nothing	B_S_D	96			208				provision	no	19				518	
272107786	NY	CU2	77	2018	162	adult	SY	F	Color_Stressor	Control_Control	3	2.63	23.12	19.05		Dex_or_nothing	B_S_D	140	31	31	225	202			provision	no	18.5	27.5	118		441	
272107787	NY	CU2	9	2018	148	adult	SY	F	Color_Stressor	Control_Control	1	1.92	26.4	8.31		Dex_or_nothing	B_S_D	166	31	31	201	202			early_inc	no	21	27.8	117		497	
272107787	NY	CU2	9	2018	160	adult		F	Color_Stressor	Control_Control	2	1.81				Dex_or_nothing	B_S_D	76			208				provision	no	18				447	second glucose taken on baseline: value was 212
272107790	NY	CU1	104	2018	149	adult	SY	F	Color_Stressor	Dull_Control	1	0.87	22.89	10.02		Dex_or_nothing	B_S_D	68	32		213	263			early_inc	no	21.5	28.7	119.5		541	Female 1st capture only. No post-dex or release time written. 'Pretty blue for female SY.' Female not colored after 1st capture.
272107794	NY	CU1	12	2018	149	adult	SY	F	Color_Stressor	Control_Control	1	1.35	21.17	13.21		Dex_or_nothing	B_S_D	110	31	30	190	215			early_inc	no	22	28.6	113		462	
272107794	NY	CU1	12	2018	159	adult	SY	F	Color_Stressor	Control_Control	2	1.56				Dex_or_nothing	B_S_D	95			211				provision	no	19.5				515	
272107794	NY	CU1	12	2018	164	adult	SY	F	Color_Stressor	Control_Control	3	2.7	13.63	11.22		Dex_or_nothing	B_S_D	111	30	30	260	254			provision	no	18.5	28.9	113		501	
272107801	NY	CU2	51	2018	142	adult	SY	F	Color_Stressor	Control_Predator	1	5.58	41.55	12.51		Dex_or_nothing	B_S_D	105	31	31	223	266			early_inc	no	22.5	28.8	118		452	
272107801	NY	CU2	51	2018	151	adult	SY	F	Color_Stressor	Control_Predator	2	0.99				Dex_or_nothing	B_S_D	120			290				provision	yes	22				438	"glucose taken second time: 237
not enough for BUTY"
272107801	NY	CU2	51	2018	158	adult	SY	F	Color_Stressor	Control_Predator	3	5.75	46.32	30.86		Dex_or_nothing	B_S_D	111	34	34	252	172			provision	yes	18.5	28.9	115		437	BUTY not done
272107802	NY	CU1	32	2018	142	adult	SY	F	Color_Stressor	Dull_Tape	1	5.18	16	9.38		Dex_or_nothing	B_S_D	90	33	30	201	246			early_inc	no	20	29.3	117		530	
272107802	NY	CU1	32	2018	151	adult	SY	F	Color_Stressor	Dull_Tape	2	3.68				Dex_or_nothing	B_S_D	82			203				provision	yes	22				544	"Wings taped
BUTY ran twice: .33 and .38"
272107802	NY	CU1	32	2018	158	adult	SY	F	Color_Stressor	Dull_Tape	3	1.75	27.8	19.33		Dex_or_nothing	B_S_D	115	30	30	211	232			provision	yes	18.75	29.8	116		514	"Not enough plasma for BUTY
Tape was only on left wing - removed."
272107803	NY	CU2	96	2018	143	adult	SY	F	Color_Stressor	Control_Control	1	1.28	49.87	22.32		Dex_or_nothing	B_S_D	52	31	32	196	218			early_inc	no	21	28.3	115		424	
272107804	NY	CU2	32	2018	144	adult	ASY	F	Color_Stressor	Control_Predator	1	0.78	33.57	14.13		Dex_or_nothing	B_S_D	80	32	30	187	240			early_inc	no	20	28.8	115.5		417	
272107804	NY	CU2	32	2018	153	adult	ASY	F	Color_Stressor	Control_Predator	2	4.76				Dex_or_nothing	B_S_D	124			203				provision	yes	19				478	
272107805	NY	CU2	34	2018	143	adult	ASY	F	Color_Stressor	Dull_Control	1	0.94	49.2	15.59		Dex_or_nothing	B_S_D	121	32	34	173	226			early_inc	no	20.5	28.4	115		424	
272107805	NY	CU2	34	2018	152	adult	ASY	F	Color_Stressor	Dull_Control	2	1.8				Dex_or_nothing	B_S_D	95			201				provision	yes	20				477	No BUTY
272107805	NY	CU2	34	2018	159	adult	ASY	F	Color_Stressor	Dull_Control	3	0.63	51.78	26.77		Dex_or_nothing	B_S_D	115	31	32	205				provision	yes	16.75	28.3	114		364	Not enough plasma for BUTY
272107806	NY	CU2	38	2018	143	adult	SY	F	Color_Stressor	Control_Control	1	2.79	49.81	14.16		Dex_or_nothing	B_S_D	126	32	30	219	224			early_inc	no	23.25	29.3	122		512	
272107806	NY	CU2	38	2018	152	adult	SY	F	Color_Stressor	Control_Control	2	0.47				Dex_or_nothing	B_S_D	99			192				provision	no	23.3				441	Not enough plasma for BUTY
272107806	NY	CU2	38	2018	159	adult	SY	F	Color_Stressor	Control_Control	3	1.55	46.18	23.22		Dex_or_nothing	B_S_D	80	31	30	209	246			provision	no	20	29.2	121		373	"Unknown trap method
No BUTY taken"
272107807	NY	CU2	2	2018	144	adult	SY	F	Color_Stressor	Control_Control	1	0.47	1.77	13.61		Dex_or_nothing	B_S_D	105	41	30	202	225			early_inc	no	20.5	28.5	115		427	She escaped between baseline and stress bleed. BUTY 0.55
272107807	NY	CU2	2	2018	153	adult	SY	F	Color_Stressor	Control_Control	2	5.06				Dex_or_nothing	B_S_D	91			211				provision	no	19				464	forgot blood smear for second capture
272107807	NY	CU2	2	2018	159	adult	ASY	F	Color_Stressor	Control_Control	3	0.47	1.83	2.93		Dex_or_nothing	B_S_D	82	28	30	172	283			provision	no	18.5	28	114.5		462	"no measured by
2nd BUTY: 0.39"
272107808	NY	CU1	69	2018	144	adult	SY	F	Color_Stressor	Dull_Control	1	0.69	28.96	13.05		Dex_or_nothing	B_S_D	70	31	30	244	165			early_inc	no	19.5	28	114		525	Unclear whether manipulated after first capture
272107809	NY	CU1	91	2018	144	adult	SY	F	Color_Stressor	Control_Predator	1	0.47	42.77	19.71		Dex_or_nothing	B_S_D	95	32	31	221	292			early_inc	no	21.5	28	116		558	
272107809	NY	CU1	91	2018	153	adult	SY	F	Color_Stressor	Control_Predator	2	2.34				Dex_or_nothing	B_S_D	84			194				provision	yes	20				437	
272107809	NY	CU1	91	2018	158	adult	SY	F	Color_Stressor	Control_Predator	3	1.31	47.36	25.35		Dex_or_nothing	B_S_D	143	32	30	208	261			provision	yes	17.25	27.9	118		559	
272107810	NY	CU2	45	2018	147	adult	SY	F	Color_Stressor	Control_Predator	1	0.47	21.32	14.7		Dex_or_nothing	B_S_D	85	33	31	178	174			early_inc	no	21	27.9	115		508	
272107810	NY	CU2	45	2018	156	adult	SY	F	Color_Stressor	Control_Predator	2	1.16				Dex_or_nothing	B_S_D				196				provision	yes	18.5				516	No time to baseline was recorded
272107811	NY	CU2	102	2018	147	adult	ASY	F	Color_Stressor	Control_Control	1	0.7	11.81	7.05		Dex_or_nothing	B_S_D	91	31	30	219	230			early_inc	no	20.5	28.6	117		532	
272107811	NY	CU2	102	2018	155	adult		F	Color_Stressor	Control_Control	2	3.01				Dex_or_nothing	B_S_D	110			298				provision	no	18				425	second glucose measurement taken: value was 240
272107811	NY	CU2	102	2018	160	adult	ASY	F	Color_Stressor	Control_Control	3	3.15	36.21	13.4		Dex_or_nothing	B_S_D	90	30	31	248	169			provision	no	18.5	28.8	117		448	
272107812	NY	CU4	18	2018	149	adult	SY	F	Color_Stressor	Control_Tape	1	1.46	39.91	15.6		Dex_or_nothing	B_S_D	74	31	31	248	276			early_inc	no	22.5	28.7	118		452	Prominent white feathering on forehead
272107812	NY	CU4	18	2018	157	adult	SY	F	Color_Stressor	Control_Tape	2	15.22				Dex_or_nothing	B_S_D	118			221				provision	yes	19.75				470	Female wings taped
272107812	NY	CU4	18	2018	162	adult	SY	F	Color_Stressor	Control_Tape	3	2.56	20.72	11.48		Dex_or_nothing	B_S_D	180	32	31	170	207			provision	yes	20.5	26.8	113		559	"Tape removed at 3rd capture
Female had fatty (?) wings surrounding blood vessels, and lump near cloaca."
272107813	NY	CU4	16	2018	149	adult	ASY	F	Color_Stressor	Dull_Control	1	0.52	43.18	15.01		Dex_or_nothing	B_S_D	98	32	33	198	226			early_inc	no	21.5	28.7	116		445	Microbe swab only inserted halfway
272107814	NY	CU1	48	2018	156	adult	SY	F	Color_Stressor	Control_Tape	1	2.35	21.68	14.28		Dex_or_nothing	B_S_D	105	32	31	178	233			early_inc	no	19.5	29.7	117		462	
272107814	NY	CU1	48	2018	166	adult	SY	F	Color_Stressor	Control_Tape	2	2.93				Dex_or_nothing	B_S_D	75			198				provision	yes	19.5				472	
272107814	NY	CU1	48	2018	171	adult	SY	F	Color_Stressor	Control_Tape	3	0.58	21.14	11.36		Dex_or_nothing	B_S_D	45	31	32	189	212			provision	yes	19.75	29.1	116		501	Both zip ties removed.
272108041	NY	CU2	124	2018	140	adult	ASY	F	Color_Stressor	Dull_Control	1	2.59	26.26	11.34		Dex_or_nothing	B_S_D	90	35	31	248	208			early_inc	no	22	28.7	122		468	"no dilution with saline for the BUTY 
- BUTY measured from baseline using 4 microliters with no dilution
- microbiome stored in 0.5 mL tube"
272108041	NY	CU2	124	2018	149	adult	ASY	F	Color_Stressor	Dull_Control	2	2.54				Dex_or_nothing	B_S_D	95			163				provision	yes	22				427	
272108041	NY	CU2	124	2018	154	adult	ASY	F	Color_Stressor	Dull_Control	3	2.04	20.17	7.33		Dex_or_nothing	B_S_D	170	34	30	201	212			provision	yes	20	28.7	118		559	"- not enough for BUTY
Blood smear on stress"
272125310	TN	Rivermont	2A	2018	140	adult	AHY	M	Stressor	Mate_Control	1					Dex_or_nothing	B_S_D	130	29	31	220	229			provision	no	20	29.5	121		530	
272125345	TN	Dam	7	2018	143	adult	AHY	M	Stressor	Mate_Low_Tape	1					Dex_or_nothing	B_S_D	95	32	30	211	196			provision	no	20.5	29.6	120		543	
272125347	TN	Dam	17	2018	145	adult	AHY	M	Stressor	Mate_Control	1					Dex_or_nothing	B_S_D	82	30	30	218	243			provision	no	20.25	29.9	120		471	
272125352	TN	ChattState	2	2018	119	adult	ASY	F	Stressor	Control	1	1.11	34.59	8.11		Dex_or_nothing	B_S_D	75	30	29	188	257			early_inc	no	20.75	28.5	117		488	
272125352	TN	ChattState	2	2018	125	adult	ASY	F	Stressor	Control	2	0.47				Dex_or_nothing	B_S_D	69			243				late_inc	no	22				483	
272125352	TN	ChattState	2	2018	133	adult	ASY	F	Stressor	Control	3	0.47	12.76	5.36		Dex_or_nothing	B_S_D	90	30	29	222	212			provision	no	20	28.5	116		618	
272125401	TN	Dam	22	2018	126	adult	ASY	F	Stressor	Predator	1	0.47	11.77	8.19		Dex_or_nothing	B_S_D	85	37	36	249	260			early_inc	no	23.5	28.9	121		420	
272125401	TN	Dam	22	2018	132	adult	ASY	F	Stressor	Predator	2	0.47				Dex_or_nothing	B_S_D	116			263				late_inc	yes	22.5				537	
272125401	TN	Dam	22	2018	138	adult	ASY	F	Stressor	Predator	3	0.81	13.77	9.61		Dex_or_nothing	B_S_D	93	30	30	236	252			provision	yes	19.75	29	121		420	
272125428	TN	Kordsa	7	2018	118	adult	ASY	F	Stressor	Predator	1	0.47	29	6.57		Dex_or_nothing	B_S_D	75	34	31	245	270			early_inc	no	22.75	28.6	114		539	
272125428	TN	Kordsa	7	2018	124	adult	ASY	F	Stressor	Predator	2	0.47				Dex_or_nothing	B_S_D	60			234				late_inc	yes	24				514	"Capture sheet states no microbiome was taken, but plasma log lists a sample number (M18T0018); samples have been shipped so cannot confirm existence (or lack thereof) of microbiome sample"
272125428	TN	Kordsa	7	2018	131	adult	ASY	F	Stressor	Predator	3	0.47	14.45	4.77		Dex_or_nothing	B_S_D	110	36	30	226	247			provision	yes	21.5	28.1	116		598	
272125484	TN	Kordsa	1	2018	144	adult	SY	F	Stressor	Low_Tape	1	0.47	23.5	2.29		Dex_or_nothing	B_S_D	74	33	42	248	254			early_inc	no	19.5	27.5	118.25		501	
272125486	TN	Woodland_Park	5	2018	137	adult	AHY	M	Stressor	Mate_Low_Tape	1					Dex_or_nothing	B_S_D	126	31	31	171	216			provision	no	20.75	28.3	121		516	
272125492	TN	Woodland_Park	6	2018	120	adult	ASY	F	Stressor	Predator	1	0.47	36.85	25.04		Dex_or_nothing	B_S_D	74	32	34	251	238			early_inc	no	21.5	28.4	119		488	
272125492	TN	Woodland_Park	6	2018	126	adult	ASY	F	Stressor	Predator	2	0.47				Dex_or_nothing	B_S_D	100			204				late_inc	yes	22.5				448	
272125492	TN	Woodland_Park	6	2018	134	adult	ASY	F	Stressor	Predator	3	0.47	22.01	12.37		Dex_or_nothing	B_S_D	84	31	31	218	228			provision	yes	20	28.5	119		541	
278171602	TN	ChattState	1	2018	122	adult	ASY	F	Stressor	Low_Tape	1	0.47	71.24	10.06		Dex_or_nothing	B_S_D	84	33	33	195	289			early_inc	no	24	29.1	115		420	
278171602	TN	ChattState	1	2018	128	adult	ASY	F	Stressor	Low_Tape	2	0.47				Dex_or_nothing	B_S_D	105			227				late_inc	yes	19.25				518	Tape on left wing was lost between first and second captures
278171602	TN	ChattState	1	2018	136	adult	ASY	F	Stressor	Low_Tape	3	0.47	14.67	4.98		Dex_or_nothing	B_S_D	110	32	33	229	280			provision	yes	18	29.1	116		500	
278171603	TN	Kordsa	5	2018	123	adult	ASY	F	Stressor	Control	1	0.47	20.96	6.79		Dex_or_nothing	B_S_D	64	31	31	218	220			early_inc	no	22.5	28.3	116		503	
278171603	TN	Kordsa	5	2018	129	adult	ASY	F	Stressor	Control	2	0.47				Dex_or_nothing	B_S_D	56			191				late_inc	no	23.25		116		554	
278171603	TN	Kordsa	5	2018	137	adult	ASY	F	Stressor	Control	3	1.21	7.61	2.41		Dex_or_nothing	B_S_D	96	31	36	195	233			provision	no	20.25	28.2	116		558	This is the egg-laying female of K5. Another female (2781-71619) was also captured in this box
278171604	TN	ChattState	6	2018	126	adult	SY	F	Stressor	Predator	1	0.47				Dex_or_nothing	B_S_D	123			201				early_inc	no					447	F flew away while taking measurements
278171604	TN	ChattState	6	2018	132	adult	SY	F	Stressor	Predator	2	0.75				Dex_or_nothing	B_S_D	148			213				late_inc	yes	20.5				555	
278171604	TN	ChattState	6	2018	139	adult	SY	F	Stressor	Predator	3	1.38	53.17	25.9		Dex_or_nothing	B_S_D	114	31	31	211	221			provision	yes	17.75	28	115		572	
278171605	TN	Woodland_Park	7	2018	129	adult	ASY	F	Stressor	Control	1	0.47	17.05	9.37		Dex_or_nothing	B_S_D	107	30	32	202	224			early_inc	no	22.25	28	118		427	
278171605	TN	Woodland_Park	7	2018	135	adult	ASY	F	Stressor	Control	2	0.47				Dex_or_nothing	B_S_D	112			236				late_inc	no	20				458	
278171605	TN	Woodland_Park	7	2018	141	adult	ASY	F	Stressor	Control	3	0.47	8.22	7.03		Dex_or_nothing	B_S_D	130	40	31	172	223			provision	no	18.5	29	118		418	
278171606	TN	Woodland_Park	12	2018	129	adult	SY	F	Stressor	Predator	1	2.02	25.51	5.52		Dex_or_nothing	B_S_D	149	32	32	214	196			early_inc	no	21.5	28.9	118		437	
278171606	TN	Woodland_Park	12	2018	135	adult	SY	F	Stressor	Predator	2	1.43				Dex_or_nothing	B_S_D	93			277				late_inc	yes	20.75				421	
278171606	TN	Woodland_Park	12	2018	140	adult	SY	F	Stressor	Predator	3	0.93	10.23	4.37		Dex_or_nothing	B_S_D	87	32	31	165	226			provision	yes	18.5	29.3	118		452	
278171607	TN	Marina	3	2018	129	adult	ASY	F	Stressor	Predator	1	0.93	6.7	4.39		Dex_or_nothing	B_S_D	137	35	28	196	213			early_inc	no	20	28.3	115		518	
278171607	TN	Marina	3	2018	135	adult	ASY	F	Stressor	Predator	2	0.77				Dex_or_nothing	B_S_D	174			216				late_inc	yes	20.5				417	
278171608	TN	Volkswagen	7	2018	130	adult	SY	F	Stressor	Low_Tape	1	1.17	7.1	5.62		Dex_or_nothing	B_S_D	94	32	30	316	364			early_inc	no	21.5	27.5	113		536	
278171608	TN	Volkswagen	7	2018	136	adult	SY	F	Stressor	Low_Tape	2	2.28				Dex_or_nothing	B_S_D	95			221				late_inc	yes	19				445	
278171608	TN	Volkswagen	7	2018	142	adult	SY	F	Stressor	Low_Tape	3	1.31	7.47	17.04		Dex_or_nothing	B_S_D	114	39	31	250	235			provision	yes	18	28	112		538	
278171609	TN	Dam	7	2018	131	adult	ASY	F	Stressor	Low_Tape	1	1.16	8.38	5.22		Dex_or_nothing	B_S_D	125	36	33	245	298			early_inc	no	24.5	29.5	123		428	
278171609	TN	Dam	7	2018	137	adult	ASY	F	Stressor	Low_Tape	2	3.76				Dex_or_nothing	B_S_D	58			205				late_inc	yes	21.5				415	
278171609	TN	Dam	7	2018	143	adult	ASY	F	Stressor	Low_Tape	3	1.6	15.86	4.64		Dex_or_nothing	B_S_D	75	29	31	225	220			provision	yes	19.25	28.5	120		506	
278171610	TN	Kordsa	8	2018	132	adult	SY	F	Stressor	Control	1	0.66	15.37	5.92		Dex_or_nothing	B_S_D	106	32	30	189	174			early_inc	no	21.75	28.7	112		505	
278171610	TN	Kordsa	8	2018	138	adult	SY	F	Stressor	Control	2	0.98				Dex_or_nothing	B_S_D	101			183				late_inc	no	18.75				526	
278171610	TN	Kordsa	8	2018	145	adult	SY	F	Stressor	Control	3	0.86	10.53	12.28		Dex_or_nothing	B_S_D	110	30	30	164	252			provision	no	19	28.9	111.5		569	
278171611	TN	Curtain_Pole	2	2018	132	adult	SY	F	Stressor	Control	1	0.52	4.13	7.78		Dex_or_nothing	B_S_D	85	32	30	202	193			early_inc	no	20.25	28.8	115		595	
278171611	TN	Curtain_Pole	2	2018	138	adult	SY	F	Stressor	Control	2	1.62				Dex_or_nothing	B_S_D	92			189				late_inc	no	19.75				546	
278171611	TN	Curtain_Pole	2	2018	149	adult	SY	F	Stressor	Control	3	0.47	15.29	13.54		Dex_or_nothing	B_S_D	135	30	30	233	241			provision	no	17.5	29.2	115		503	
